week_key,week_start,week_end,complaint_category,case_count
2024-W39,2024-09-23,2024-09-29,Dysmenorrhea,2
2024-W39,2024-09-23,2024-09-29,Fever,0
2024-W39,2024-09-23,2024-09-29,Gastrointestinal,5
2024-W39,2024-09-23,2024-09-29,Headache,38
2024-W39,2024-09-23,2024-09-29,Respiratory,18
2024-W39,2024-09-23,2024-09-29,Wound/Injury,1
2024-W40,2024-09-30,2024-10-06,Allergy,1
2024-W40,2024-09-30,2024-10-06,Blood Pressure,0
2024-W40,2024-09-30,2024-10-06,Body Pain,0
2024-W40,2024-09-30,2024-10-06,Dental,0
2024-W40,2024-09-30,2024-10-06,Dizziness,1
2024-W40,2024-09-30,2024-10-06,Dysmenorrhea,0
2024-W40,2024-09-30,2024-10-06,Fever,0
2024-W40,2024-09-30,2024-10-06,Gastrointestinal,1
2024-W40,2024-09-30,2024-10-06,Headache,0
2024-W40,2024-09-30,2024-10-06,Respiratory,3
2024-W40,2024-09-30,2024-10-06,Wound/Injury,0
2024-W41,2024-10-07,2024-10-13,Allergy,3
2024-W41,2024-10-07,2024-10-13,Blood Pressure,0
2024-W41,2024-10-07,2024-10-13,Body Pain,1
2024-W41,2024-10-07,2024-10-13,Dental,1
2024-W41,2024-10-07,2024-10-13,Dizziness,0
2024-W41,2024-10-07,2024-10-13,Dysmenorrhea,1
2024-W41,2024-10-07,2024-10-13,Fever,2
2024-W41,2024-10-07,2024-10-13,Gastrointestinal,1
2024-W41,2024-10-07,2024-10-13,Headache,0
2024-W41,2024-10-07,2024-10-13,Respiratory,6
2024-W41,2024-10-07,2024-10-13,Wound/Injury,1
2024-W42,2024-10-14,2024-10-20,Allergy,2
2024-W42,2024-10-14,2024-10-20,Blood Pressure,1
2024-W42,2024-10-14,2024-10-20,Body Pain,0
2024-W42,2024-10-14,2024-10-20,Dental,1
2024-W42,2024-10-14,2024-10-20,Dizziness,0
2024-W42,2024-10-14,2024-10-20,Dysmenorrhea,1
2024-W42,2024-10-14,2024-10-20,Fever,2
2024-W42,2024-10-14,2024-10-20,Gastrointestinal,3
2024-W42,2024-10-14,2024-10-20,Headache,0
2024-W42,2024-10-14,2024-10-20,Respiratory,4
2024-W42,2024-10-14,2024-10-20,Wound/Injury,0
2024-W43,2024-10-21,2024-10-27,Allergy,1
2024-W43,2024-10-21,2024-10-27,Blood Pressure,1
2024-W43,2024-10-21,2024-10-27,Body Pain,0
2024-W43,2024-10-21,2024-10-27,Dental,0
2024-W43,2024-10-21,2024-10-27,Dizziness,0
2024-W43,2024-10-21,2024-10-27,Dysmenorrhea,0
2024-W43,2024-10-21,2024-10-27,Fever,3
2024-W43,2024-10-21,2024-10-27,Gastrointestinal,1
2024-W43,2024-10-21,2024-10-27,Headache,2
2024-W43,2024-10-21,2024-10-27,Respiratory,3
2024-W43,2024-10-21,2024-10-27,Wound/Injury,0
2024-W44,2024-10-28,2024-11-03,Allergy,4
2024-W44,2024-10-28,2024-11-03,Blood Pressure,0
2024-W44,2024-10-28,2024-11-03,Body Pain,1
2024-W44,2024-10-28,2024-11-03,Dental,0
2024-W44,2024-10-28,2024-11-03,Dizziness,0
2024-W44,2024-10-28,2024-11-03,Dysmenorrhea,0
2024-W44,2024-10-28,2024-11-03,Fever,0
2024-W44,2024-10-28,2024-11-03,Gastrointestinal,1
2024-W44,2024-10-28,2024-11-03,Headache,3
2024-W44,2024-10-28,2024-11-03,Respiratory,5
2024-W44,2024-10-28,2024-11-03,Wound/Injury,0
2024-W45,2024-11-04,2024-11-10,Allergy,0
2024-W45,2024-11-04,2024-11-10,Blood Pressure,0
2024-W45,2024-11-04,2024-11-10,Body Pain,0
2024-W45,2024-11-04,2024-11-10,Dental,0
2024-W45,2024-11-04,2024-11-10,Dizziness,0
2024-W45,2024-11-04,2024-11-10,Dysmenorrhea,2
2024-W45,2024-11-04,2024-11-10,Fever,0
2024-W45,2024-11-04,2024-11-10,Gastrointestinal,3
2024-W45,2024-11-04,2024-11-10,Headache,2
2024-W45,2024-11-04,2024-11-10,Respiratory,7
2024-W45,2024-11-04,2024-11-10,Wound/Injury,1
2024-W46,2024-11-11,2024-11-17,Allergy,4
2024-W46,2024-11-11,2024-11-17,Blood Pressure,0
2024-W46,2024-11-11,2024-11-17,Body Pain,1
2024-W46,2024-11-11,2024-11-17,Dental,0
2024-W46,2024-11-11,2024-11-17,Dizziness,0
2024-W46,2024-11-11,2024-11-17,Dysmenorrhea,1
2024-W46,2024-11-11,2024-11-17,Fever,0
2024-W46,2024-11-11,2024-11-17,Gastrointestinal,1
2024-W46,2024-11-11,2024-11-17,Headache,11
2024-W46,2024-11-11,2024-11-17,Respiratory,14
2024-W46,2024-11-11,2024-11-17,Wound/Injury,4
2024-W47,2024-11-18,2024-11-24,Allergy,1
2024-W47,2024-11-18,2024-11-24,Blood Pressure,0
2024-W47,2024-11-18,2024-11-24,Body Pain,0
2024-W47,2024-11-18,2024-11-24,Dental,1
2024-W47,2024-11-18,2024-11-24,Dizziness,0
2024-W47,2024-11-18,2024-11-24,Dysmenorrhea,1
2024-W47,2024-11-18,2024-11-24,Fever,2
2024-W47,2024-11-18,2024-11-24,Gastrointestinal,8
2024-W47,2024-11-18,2024-11-24,Headache,14
2024-W47,2024-11-18,2024-11-24,Respiratory,12
2024-W47,2024-11-18,2024-11-24,Wound/Injury,0
2024-W48,2024-11-25,2024-12-01,Allergy,2
2024-W48,2024-11-25,2024-12-01,Blood Pressure,0
2024-W48,2024-11-25,2024-12-01,Body Pain,3
2024-W48,2024-11-25,2024-12-01,Dental,2
2024-W48,2024-11-25,2024-12-01,Dizziness,2
2024-W48,2024-11-25,2024-12-01,Dysmenorrhea,0
2024-W48,2024-11-25,2024-12-01,Fever,2
2024-W48,2024-11-25,2024-12-01,Gastrointestinal,1
2024-W48,2024-11-25,2024-12-01,Headache,9
2024-W48,2024-11-25,2024-12-01,Respiratory,12
2024-W48,2024-11-25,2024-12-01,Wound/Injury,1
2024-W49,2024-12-02,2024-12-08,Allergy,1
2024-W49,2024-12-02,2024-12-08,Blood Pressure,1
2024-W49,2024-12-02,2024-12-08,Body Pain,2
2024-W49,2024-12-02,2024-12-08,Dental,2
2024-W49,2024-12-02,2024-12-08,Dizziness,4
2024-W49,2024-12-02,2024-12-08,Dysmenorrhea,2
2024-W49,2024-12-02,2024-12-08,Fever,2
2024-W49,2024-12-02,2024-12-08,Gastrointestinal,5
2024-W49,2024-12-02,2024-12-08,Headache,1
2024-W49,2024-12-02,2024-12-08,Respiratory,5
2024-W49,2024-12-02,2024-12-08,Wound/Injury,1
2024-W50,2024-12-09,2024-12-15,Allergy,1
2024-W50,2024-12-09,2024-12-15,Blood Pressure,5
2024-W50,2024-12-09,2024-12-15,Body Pain,3
2024-W50,2024-12-09,2024-12-15,Dental,3
2024-W50,2024-12-09,2024-12-15,Dizziness,1
2024-W50,2024-12-09,2024-12-15,Dysmenorrhea,1
2024-W50,2024-12-09,2024-12-15,Fever,2
2024-W50,2024-12-09,2024-12-15,Gastrointestinal,6
2024-W50,2024-12-09,2024-12-15,Headache,3
2024-W50,2024-12-09,2024-12-15,Respiratory,8
2024-W50,2024-12-09,2024-12-15,Wound/Injury,6
2024-W51,2024-12-16,2024-12-22,Allergy,1
2024-W51,2024-12-16,2024-12-22,Blood Pressure,1
2024-W51,2024-12-16,2024-12-22,Body Pain,1
2024-W51,2024-12-16,2024-12-22,Dental,0
2024-W51,2024-12-16,2024-12-22,Dizziness,2
2024-W51,2024-12-16,2024-12-22,Dysmenorrhea,0
2024-W51,2024-12-16,2024-12-22,Fever,0
2024-W51,2024-12-16,2024-12-22,Gastrointestinal,3
2024-W51,2024-12-16,2024-12-22,Headache,1
2024-W51,2024-12-16,2024-12-22,Respiratory,3
2024-W51,2024-12-16,2024-12-22,Wound/Injury,0
2024-W52,2024-12-23,2024-12-29,Allergy,0
2024-W52,2024-12-23,2024-12-29,Blood Pressure,0
2024-W52,2024-12-23,2024-12-29,Body Pain,0
2024-W52,2024-12-23,2024-12-29,Dental,0
2024-W52,2024-12-23,2024-12-29,Dizziness,0
2024-W52,2024-12-23,2024-12-29,Dysmenorrhea,0
2024-W52,2024-12-23,2024-12-29,Fever,0
2024-W52,2024-12-23,2024-12-29,Gastrointestinal,0
2024-W52,2024-12-23,2024-12-29,Headache,0
2024-W52,2024-12-23,2024-12-29,Respiratory,1
2024-W52,2024-12-23,2024-12-29,Wound/Injury,0
2025-W01,2024-12-30,2025-01-05,Allergy,0
2025-W01,2024-12-30,2025-01-05,Blood Pressure,0
2025-W01,2024-12-30,2025-01-05,Body Pain,0
2025-W01,2024-12-30,2025-01-05,Dental,0
2025-W01,2024-12-30,2025-01-05,Dizziness,0
2025-W01,2024-12-30,2025-01-05,Dysmenorrhea,0
2025-W01,2024-12-30,2025-01-05,Fever,0
2025-W01,2024-12-30,2025-01-05,Gastrointestinal,0
2025-W01,2024-12-30,2025-01-05,Headache,0
2025-W01,2024-12-30,2025-01-05,Respiratory,0
2025-W01,2024-12-30,2025-01-05,Wound/Injury,0
2025-W02,2025-01-06,2025-01-12,Allergy,0
2025-W02,2025-01-06,2025-01-12,Blood Pressure,1
2025-W02,2025-01-06,2025-01-12,Body Pain,3
2025-W02,2025-01-06,2025-01-12,Dental,1
2025-W02,2025-01-06,2025-01-12,Dizziness,0
2025-W02,2025-01-06,2025-01-12,Dysmenorrhea,0
2025-W02,2025-01-06,2025-01-12,Fever,1
2025-W02,2025-01-06,2025-01-12,Gastrointestinal,4
2025-W02,2025-01-06,2025-01-12,Headache,1
2025-W02,2025-01-06,2025-01-12,Respiratory,1
2025-W02,2025-01-06,2025-01-12,Wound/Injury,1
2025-W03,2025-01-13,2025-01-19,Allergy,2
2025-W03,2025-01-13,2025-01-19,Blood Pressure,0
2025-W03,2025-01-13,2025-01-19,Body Pain,4
2025-W03,2025-01-13,2025-01-19,Dental,1
2025-W03,2025-01-13,2025-01-19,Dizziness,2
2025-W03,2025-01-13,2025-01-19,Dysmenorrhea,1
2025-W03,2025-01-13,2025-01-19,Fever,2
2025-W03,2025-01-13,2025-01-19,Gastrointestinal,2
2025-W03,2025-01-13,2025-01-19,Headache,2
2025-W03,2025-01-13,2025-01-19,Respiratory,2
2025-W03,2025-01-13,2025-01-19,Wound/Injury,2
2025-W04,2025-01-20,2025-01-26,Allergy,1
2025-W04,2025-01-20,2025-01-26,Blood Pressure,1
2025-W04,2025-01-20,2025-01-26,Body Pain,4
2025-W04,2025-01-20,2025-01-26,Dental,3
2025-W04,2025-01-20,2025-01-26,Dizziness,1
2025-W04,2025-01-20,2025-01-26,Dysmenorrhea,2
2025-W04,2025-01-20,2025-01-26,Fever,0
2025-W04,2025-01-20,2025-01-26,Gastrointestinal,4
2025-W04,2025-01-20,2025-01-26,Headache,1
2025-W04,2025-01-20,2025-01-26,Respiratory,1
2025-W04,2025-01-20,2025-01-26,Wound/Injury,1
2025-W05,2025-01-27,2025-02-02,Allergy,0
2025-W05,2025-01-27,2025-02-02,Blood Pressure,0
2025-W05,2025-01-27,2025-02-02,Body Pain,3
2025-W05,2025-01-27,2025-02-02,Dental,0
2025-W05,2025-01-27,2025-02-02,Dizziness,1
2025-W05,2025-01-27,2025-02-02,Dysmenorrhea,2
2025-W05,2025-01-27,2025-02-02,Fever,2
2025-W05,2025-01-27,2025-02-02,Gastrointestinal,3
2025-W05,2025-01-27,2025-02-02,Headache,0
2025-W05,2025-01-27,2025-02-02,Respiratory,2
2025-W05,2025-01-27,2025-02-02,Wound/Injury,3
2025-W06,2025-02-03,2025-02-09,Allergy,1
2025-W06,2025-02-03,2025-02-09,Blood Pressure,1
2025-W06,2025-02-03,2025-02-09,Body Pain,0
2025-W06,2025-02-03,2025-02-09,Dental,1
2025-W06,2025-02-03,2025-02-09,Dizziness,1
2025-W06,2025-02-03,2025-02-09,Dysmenorrhea,1
2025-W06,2025-02-03,2025-02-09,Fever,0
2025-W06,2025-02-03,2025-02-09,Gastrointestinal,3
2025-W06,2025-02-03,2025-02-09,Headache,1
2025-W06,2025-02-03,2025-02-09,Respiratory,3
2025-W06,2025-02-03,2025-02-09,Wound/Injury,0
2025-W07,2025-02-10,2025-02-16,Allergy,2
2025-W07,2025-02-10,2025-02-16,Blood Pressure,1
2025-W07,2025-02-10,2025-02-16,Body Pain,2
2025-W07,2025-02-10,2025-02-16,Dental,1
2025-W07,2025-02-10,2025-02-16,Dizziness,2
2025-W07,2025-02-10,2025-02-16,Dysmenorrhea,0
2025-W07,2025-02-10,2025-02-16,Fever,1
2025-W07,2025-02-10,2025-02-16,Gastrointestinal,3
2025-W07,2025-02-10,2025-02-16,Headache,3
2025-W07,2025-02-10,2025-02-16,Respiratory,4
2025-W07,2025-02-10,2025-02-16,Wound/Injury,0
2025-W08,2025-02-17,2025-02-23,Allergy,1
2025-W08,2025-02-17,2025-02-23,Blood Pressure,0
2025-W08,2025-02-17,2025-02-23,Body Pain,3
2025-W08,2025-02-17,2025-02-23,Dental,1
2025-W08,2025-02-17,2025-02-23,Dizziness,0
2025-W08,2025-02-17,2025-02-23,Dysmenorrhea,3
2025-W08,2025-02-17,2025-02-23,Fever,0
2025-W08,2025-02-17,2025-02-23,Gastrointestinal,2
2025-W08,2025-02-17,2025-02-23,Headache,0
2025-W08,2025-02-17,2025-02-23,Respiratory,3
2025-W08,2025-02-17,2025-02-23,Wound/Injury,3
2025-W09,2025-02-24,2025-03-02,Allergy,0
2025-W09,2025-02-24,2025-03-02,Blood Pressure,0
2025-W09,2025-02-24,2025-03-02,Body Pain,1
2025-W09,2025-02-24,2025-03-02,Dental,1
2025-W09,2025-02-24,2025-03-02,Dizziness,0
2025-W09,2025-02-24,2025-03-02,Dysmenorrhea,0
2025-W09,2025-02-24,2025-03-02,Fever,2
2025-W09,2025-02-24,2025-03-02,Gastrointestinal,2
2025-W09,2025-02-24,2025-03-02,Headache,2
2025-W09,2025-02-24,2025-03-02,Respiratory,2
2025-W09,2025-02-24,2025-03-02,Wound/Injury,0
2025-W10,2025-03-03,2025-03-09,Allergy,0
2025-W10,2025-03-03,2025-03-09,Blood Pressure,1
2025-W10,2025-03-03,2025-03-09,Body Pain,5
2025-W10,2025-03-03,2025-03-09,Dental,0
2025-W10,2025-03-03,2025-03-09,Dizziness,0
2025-W10,2025-03-03,2025-03-09,Dysmenorrhea,1
2025-W10,2025-03-03,2025-03-09,Fever,0
2025-W10,2025-03-03,2025-03-09,Gastrointestinal,4
2025-W10,2025-03-03,2025-03-09,Headache,0
2025-W10,2025-03-03,2025-03-09,Respiratory,3
2025-W10,2025-03-03,2025-03-09,Wound/Injury,0
2025-W11,2025-03-10,2025-03-16,Allergy,1
2025-W11,2025-03-10,2025-03-16,Blood Pressure,0
2025-W11,2025-03-10,2025-03-16,Body Pain,4
2025-W11,2025-03-10,2025-03-16,Dental,1
2025-W11,2025-03-10,2025-03-16,Dizziness,2
2025-W11,2025-03-10,2025-03-16,Dysmenorrhea,1
2025-W11,2025-03-10,2025-03-16,Fever,1
2025-W11,2025-03-10,2025-03-16,Gastrointestinal,1
2025-W11,2025-03-10,2025-03-16,Headache,2
2025-W11,2025-03-10,2025-03-16,Respiratory,6
2025-W11,2025-03-10,2025-03-16,Wound/Injury,1
2025-W12,2025-03-17,2025-03-23,Allergy,1
2025-W12,2025-03-17,2025-03-23,Blood Pressure,1
2025-W12,2025-03-17,2025-03-23,Body Pain,4
2025-W12,2025-03-17,2025-03-23,Dental,0
2025-W12,2025-03-17,2025-03-23,Dizziness,2
2025-W12,2025-03-17,2025-03-23,Dysmenorrhea,0
2025-W12,2025-03-17,2025-03-23,Fever,1
2025-W12,2025-03-17,2025-03-23,Gastrointestinal,3
2025-W12,2025-03-17,2025-03-23,Headache,3
2025-W12,2025-03-17,2025-03-23,Respiratory,4
2025-W12,2025-03-17,2025-03-23,Wound/Injury,0
2025-W13,2025-03-24,2025-03-30,Allergy,0
2025-W13,2025-03-24,2025-03-30,Blood Pressure,1
2025-W13,2025-03-24,2025-03-30,Body Pain,1
2025-W13,2025-03-24,2025-03-30,Dental,0
2025-W13,2025-03-24,2025-03-30,Dizziness,3
2025-W13,2025-03-24,2025-03-30,Dysmenorrhea,0
2025-W13,2025-03-24,2025-03-30,Fever,1
2025-W13,2025-03-24,2025-03-30,Gastrointestinal,5
2025-W13,2025-03-24,2025-03-30,Headache,2
2025-W13,2025-03-24,2025-03-30,Respiratory,3
2025-W13,2025-03-24,2025-03-30,Wound/Injury,2
2025-W14,2025-03-31,2025-04-06,Allergy,8
2025-W14,2025-03-31,2025-04-06,Blood Pressure,0
2025-W14,2025-03-31,2025-04-06,Body Pain,3
2025-W14,2025-03-31,2025-04-06,Dental,0
2025-W14,2025-03-31,2025-04-06,Dizziness,0
2025-W14,2025-03-31,2025-04-06,Dysmenorrhea,2
2025-W14,2025-03-31,2025-04-06,Fever,1
2025-W14,2025-03-31,2025-04-06,Gastrointestinal,0
2025-W14,2025-03-31,2025-04-06,Headache,5
2025-W14,2025-03-31,2025-04-06,Respiratory,4
2025-W14,2025-03-31,2025-04-06,Wound/Injury,1
2025-W15,2025-04-07,2025-04-13,Allergy,1
2025-W15,2025-04-07,2025-04-13,Blood Pressure,0
2025-W15,2025-04-07,2025-04-13,Body Pain,2
2025-W15,2025-04-07,2025-04-13,Dental,0
2025-W15,2025-04-07,2025-04-13,Dizziness,0
2025-W15,2025-04-07,2025-04-13,Dysmenorrhea,0
2025-W15,2025-04-07,2025-04-13,Fever,0
2025-W15,2025-04-07,2025-04-13,Gastrointestinal,4
2025-W15,2025-04-07,2025-04-13,Headache,14
2025-W15,2025-04-07,2025-04-13,Respiratory,5
2025-W15,2025-04-07,2025-04-13,Wound/Injury,0
2025-W16,2025-04-14,2025-04-20,Allergy,1
2025-W16,2025-04-14,2025-04-20,Blood Pressure,0
2025-W16,2025-04-14,2025-04-20,Body Pain,2
2025-W16,2025-04-14,2025-04-20,Dental,0
2025-W16,2025-04-14,2025-04-20,Dizziness,1
2025-W16,2025-04-14,2025-04-20,Dysmenorrhea,2
2025-W16,2025-04-14,2025-04-20,Fever,1
2025-W16,2025-04-14,2025-04-20,Gastrointestinal,2
2025-W16,2025-04-14,2025-04-20,Headache,4
2025-W16,2025-04-14,2025-04-20,Respiratory,5
2025-W16,2025-04-14,2025-04-20,Wound/Injury,0
2025-W17,2025-04-21,2025-04-27,Allergy,5
2025-W17,2025-04-21,2025-04-27,Blood Pressure,0
2025-W17,2025-04-21,2025-04-27,Body Pain,8
2025-W17,2025-04-21,2025-04-27,Dental,0
2025-W17,2025-04-21,2025-04-27,Dizziness,0
2025-W17,2025-04-21,2025-04-27,Dysmenorrhea,0
2025-W17,2025-04-21,2025-04-27,Fever,0
2025-W17,2025-04-21,2025-04-27,Gastrointestinal,1
2025-W17,2025-04-21,2025-04-27,Headache,6
2025-W17,2025-04-21,2025-04-27,Respiratory,5
2025-W17,2025-04-21,2025-04-27,Wound/Injury,2
2025-W18,2025-04-28,2025-05-04,Allergy,1
2025-W18,2025-04-28,2025-05-04,Blood Pressure,0
2025-W18,2025-04-28,2025-05-04,Body Pain,0
2025-W18,2025-04-28,2025-05-04,Dental,1
2025-W18,2025-04-28,2025-05-04,Dizziness,0
2025-W18,2025-04-28,2025-05-04,Dysmenorrhea,1
2025-W18,2025-04-28,2025-05-04,Fever,8
2025-W18,2025-04-28,2025-05-04,Gastrointestinal,1
2025-W18,2025-04-28,2025-05-04,Headache,6
2025-W18,2025-04-28,2025-05-04,Respiratory,7
2025-W18,2025-04-28,2025-05-04,Wound/Injury,2
2025-W19,2025-05-05,2025-05-11,Allergy,4
2025-W19,2025-05-05,2025-05-11,Blood Pressure,0
2025-W19,2025-05-05,2025-05-11,Body Pain,13
2025-W19,2025-05-05,2025-05-11,Dental,0
2025-W19,2025-05-05,2025-05-11,Dizziness,0
2025-W19,2025-05-05,2025-05-11,Dysmenorrhea,3
2025-W19,2025-05-05,2025-05-11,Fever,1
2025-W19,2025-05-05,2025-05-11,Gastrointestinal,6
2025-W19,2025-05-05,2025-05-11,Headache,7
2025-W19,2025-05-05,2025-05-11,Respiratory,17
2025-W19,2025-05-05,2025-05-11,Wound/Injury,2
2025-W20,2025-05-12,2025-05-18,Allergy,3
2025-W20,2025-05-12,2025-05-18,Blood Pressure,0
2025-W20,2025-05-12,2025-05-18,Body Pain,5
2025-W20,2025-05-12,2025-05-18,Dental,2
2025-W20,2025-05-12,2025-05-18,Dizziness,0
2025-W20,2025-05-12,2025-05-18,Dysmenorrhea,3
2025-W20,2025-05-12,2025-05-18,Fever,5
2025-W20,2025-05-12,2025-05-18,Gastrointestinal,3
2025-W20,2025-05-12,2025-05-18,Headache,12
2025-W20,2025-05-12,2025-05-18,Respiratory,12
2025-W20,2025-05-12,2025-05-18,Wound/Injury,3
2025-W21,2025-05-19,2025-05-25,Allergy,9
2025-W21,2025-05-19,2025-05-25,Blood Pressure,0
2025-W21,2025-05-19,2025-05-25,Body Pain,8
2025-W21,2025-05-19,2025-05-25,Dental,1
2025-W21,2025-05-19,2025-05-25,Dizziness,1
2025-W21,2025-05-19,2025-05-25,Dysmenorrhea,4
2025-W21,2025-05-19,2025-05-25,Fever,2
2025-W21,2025-05-19,2025-05-25,Gastrointestinal,10
2025-W21,2025-05-19,2025-05-25,Headache,26
2025-W21,2025-05-19,2025-05-25,Respiratory,13
2025-W21,2025-05-19,2025-05-25,Wound/Injury,6
2025-W22,2025-05-26,2025-06-01,Allergy,7
2025-W22,2025-05-26,2025-06-01,Blood Pressure,0
2025-W22,2025-05-26,2025-06-01,Body Pain,5
2025-W22,2025-05-26,2025-06-01,Dental,4
2025-W22,2025-05-26,2025-06-01,Dizziness,1
2025-W22,2025-05-26,2025-06-01,Dysmenorrhea,1
2025-W22,2025-05-26,2025-06-01,Fever,1
2025-W22,2025-05-26,2025-06-01,Gastrointestinal,3
2025-W22,2025-05-26,2025-06-01,Headache,7
2025-W22,2025-05-26,2025-06-01,Respiratory,5
2025-W22,2025-05-26,2025-06-01,Wound/Injury,5
2025-W23,2025-06-02,2025-06-08,Allergy,1
2025-W23,2025-06-02,2025-06-08,Blood Pressure,1
2025-W23,2025-06-02,2025-06-08,Body Pain,0
2025-W23,2025-06-02,2025-06-08,Dental,0
2025-W23,2025-06-02,2025-06-08,Dizziness,0
2025-W23,2025-06-02,2025-06-08,Dysmenorrhea,1
2025-W23,2025-06-02,2025-06-08,Fever,0
2025-W23,2025-06-02,2025-06-08,Gastrointestinal,0
2025-W23,2025-06-02,2025-06-08,Headache,1
2025-W23,2025-06-02,2025-06-08,Respiratory,2
2025-W23,2025-06-02,2025-06-08,Wound/Injury,0
2025-W24,2025-06-09,2025-06-15,Allergy,3
2025-W24,2025-06-09,2025-06-15,Blood Pressure,0
2025-W24,2025-06-09,2025-06-15,Body Pain,7
2025-W24,2025-06-09,2025-06-15,Dental,0
2025-W24,2025-06-09,2025-06-15,Dizziness,1
2025-W24,2025-06-09,2025-06-15,Dysmenorrhea,1
2025-W24,2025-06-09,2025-06-15,Fever,4
2025-W24,2025-06-09,2025-06-15,Gastrointestinal,4
2025-W24,2025-06-09,2025-06-15,Headache,3
2025-W24,2025-06-09,2025-06-15,Respiratory,5
2025-W24,2025-06-09,2025-06-15,Wound/Injury,0
2025-W25,2025-06-16,2025-06-22,Allergy,4
2025-W25,2025-06-16,2025-06-22,Blood Pressure,3
2025-W25,2025-06-16,2025-06-22,Body Pain,3
2025-W25,2025-06-16,2025-06-22,Dental,6
2025-W25,2025-06-16,2025-06-22,Dizziness,4
2025-W25,2025-06-16,2025-06-22,Dysmenorrhea,2
2025-W25,2025-06-16,2025-06-22,Fever,3
2025-W25,2025-06-16,2025-06-22,Gastrointestinal,2
2025-W25,2025-06-16,2025-06-22,Headache,4
2025-W25,2025-06-16,2025-06-22,Respiratory,16
2025-W25,2025-06-16,2025-06-22,Wound/Injury,6
2025-W26,2025-06-23,2025-06-29,Allergy,4
2025-W26,2025-06-23,2025-06-29,Blood Pressure,3
2025-W26,2025-06-23,2025-06-29,Body Pain,5
2025-W26,2025-06-23,2025-06-29,Dental,5
2025-W26,2025-06-23,2025-06-29,Dizziness,4
2025-W26,2025-06-23,2025-06-29,Dysmenorrhea,1
2025-W26,2025-06-23,2025-06-29,Fever,2
2025-W26,2025-06-23,2025-06-29,Gastrointestinal,9
2025-W26,2025-06-23,2025-06-29,Headache,6
2025-W26,2025-06-23,2025-06-29,Respiratory,12
2025-W26,2025-06-23,2025-06-29,Wound/Injury,5
2025-W27,2025-06-30,2025-07-06,Allergy,0
2025-W27,2025-06-30,2025-07-06,Blood Pressure,0
2025-W27,2025-06-30,2025-07-06,Body Pain,2
2025-W27,2025-06-30,2025-07-06,Dental,1
2025-W27,2025-06-30,2025-07-06,Dizziness,0
2025-W27,2025-06-30,2025-07-06,Dysmenorrhea,1
2025-W27,2025-06-30,2025-07-06,Fever,1
2025-W27,2025-06-30,2025-07-06,Gastrointestinal,2
2025-W27,2025-06-30,2025-07-06,Headache,1
2025-W27,2025-06-30,2025-07-06,Respiratory,2
2025-W27,2025-06-30,2025-07-06,Wound/Injury,3
2025-W28,2025-07-07,2025-07-13,Allergy,1
2025-W28,2025-07-07,2025-07-13,Blood Pressure,0
2025-W28,2025-07-07,2025-07-13,Body Pain,0
2025-W28,2025-07-07,2025-07-13,Dental,0
2025-W28,2025-07-07,2025-07-13,Dizziness,0
2025-W28,2025-07-07,2025-07-13,Dysmenorrhea,1
2025-W28,2025-07-07,2025-07-13,Fever,2
2025-W28,2025-07-07,2025-07-13,Gastrointestinal,1
2025-W28,2025-07-07,2025-07-13,Headache,2
2025-W28,2025-07-07,2025-07-13,Respiratory,3
2025-W28,2025-07-07,2025-07-13,Wound/Injury,3
2025-W29,2025-07-14,2025-07-20,Allergy,1
2025-W29,2025-07-14,2025-07-20,Blood Pressure,0
2025-W29,2025-07-14,2025-07-20,Body Pain,0
2025-W29,2025-07-14,2025-07-20,Dental,1
2025-W29,2025-07-14,2025-07-20,Dizziness,0
2025-W29,2025-07-14,2025-07-20,Dysmenorrhea,0
2025-W29,2025-07-14,2025-07-20,Fever,0
2025-W29,2025-07-14,2025-07-20,Gastrointestinal,0
2025-W29,2025-07-14,2025-07-20,Headache,2
2025-W29,2025-07-14,2025-07-20,Respiratory,1
2025-W29,2025-07-14,2025-07-20,Wound/Injury,0
2025-W30,2025-07-21,2025-07-27,Allergy,0
2025-W30,2025-07-21,2025-07-27,Blood Pressure,0
2025-W30,2025-07-21,2025-07-27,Body Pain,0
2025-W30,2025-07-21,2025-07-27,Dental,0
2025-W30,2025-07-21,2025-07-27,Dizziness,0
2025-W30,2025-07-21,2025-07-27,Dysmenorrhea,0
2025-W30,2025-07-21,2025-07-27,Fever,0
2025-W30,2025-07-21,2025-07-27,Gastrointestinal,0
2025-W30,2025-07-21,2025-07-27,Headache,0
2025-W30,2025-07-21,2025-07-27,Respiratory,0
2025-W30,2025-07-21,2025-07-27,Wound/Injury,0
2025-W31,2025-07-28,2025-08-03,Allergy,2
2025-W31,2025-07-28,2025-08-03,Blood Pressure,0
2025-W31,2025-07-28,2025-08-03,Body Pain,0
2025-W31,2025-07-28,2025-08-03,Dental,0
2025-W31,2025-07-28,2025-08-03,Dizziness,0
2025-W31,2025-07-28,2025-08-03,Dysmenorrhea,0
2025-W31,2025-07-28,2025-08-03,Fever,0
2025-W31,2025-07-28,2025-08-03,Gastrointestinal,0
2025-W31,2025-07-28,2025-08-03,Headache,0
2025-W31,2025-07-28,2025-08-03,Respiratory,0
2025-W31,2025-07-28,2025-08-03,Wound/Injury,0
2025-W32,2025-08-04,2025-08-10,Allergy,2
2025-W32,2025-08-04,2025-08-10,Blood Pressure,0
